video_id,duration,duration_seconds
V0HCZ4YGqbw,PT3M12S,192.0
4ubwGb-vLA0,PT5M13S,313.0
E0cbWdlQg_8,PT2M33S,153.0
UzQP7u-IOxg,PT4M35S,275.0
gehzrQiwUyM,PT15M50S,950.0
-oCQn2VkStI,PT6M25S,385.0
Hi2tjMLVpdQ,PT7M59S,479.0
W7SZmMW6Ow0,PT6M57S,417.0
kWku5rgaJWM,PT1M36S,96.0
mSVkk9lLv1Y,PT10M50S,650.0
ya6CQrFacIY,PT3M14S,194.0
Vkuj0IaeH3s,PT3M20S,200.0
ZYXIAzqOgoY,PT21M50S,1310.0
0Q0_xFYpYL4,PT11M46S,706.0
aPrpWFl2eik,PT7M35S,455.0
Djw1PmpZt9w,PT4M51S,291.0
h_SHkEWo7UM,PT2M44S,164.0
s_LxZx42sIk,PT4M45S,285.0
Lok8svIS218,PT10M48S,648.0
1DRhHMy-D4E,PT45S,45.0
YpnV0M6XTc8,PT9M5S,545.0
pqzopUurZPc,PT1M11S,71.0
-yMXWp-Fh3g,PT16M33S,993.0
ty-AFKiiTRA,PT3M3S,183.0
v8VMdSQL50w,PT7M5S,425.0
UBGb8jRjK4k,PT39S,39.0
FvLdEZ3mg54,PT16S,16.0
wQZ95eZQtBE,PT4M6S,246.0
v5QCBkrbuy4,PT1M56S,116.0
PtPNGls_sUg,PT5M3S,303.0
4B7vs7tPRpQ,PT11M48S,708.0
ewTQLoNPxYg,PT29M30S,1770.0
5TY79E-a2xU,PT42S,42.0
1L_fPteZOYQ,PT6M4S,364.0
A34u94sPuKg,PT4M19S,259.0
HVKuA1s5I3o,PT4M56S,296.0
iMYc9Anz1v0,PT31M16S,1876.0
JWH5KE1atAg,PT5M29S,329.0
ZEWi-0Q_bpg,PT2M24S,144.0
VuyaBA4h4uk,PT1M24S,84.0
ZXEmAGAV8kA,PT8H29M18S,30558.0
q32oFOjlWh8,PT16S,16.0
0Nip-J6u8C0,PT1M20S,80.0
Pxf8Bf1V0is,PT9M39S,579.0
AhIh8lLYzLo,PT2M19S,139.0
HPs9EGBhl7M,PT43S,43.0
EudArMNjbP0,PT8M12S,492.0
k7fPYKkt2cQ,PT2M53S,173.0
AeVrH_3igzk,PT2M51S,171.0
76c_nxhuVdM,PT1M22S,82.0
IyRRk3wgKMo,PT18M51S,1131.0
eACohWVwTOc,PT3M39S,219.0
TnCa71iUVxA,PT3M8S,188.0
Ay420BlEtb8,PT8M35S,515.0
jwkNAJBwoEA,PT11M12S,672.0
X6h2BE8-w0M,PT8M58S,538.0
8EK-QMtHhMI,PT3M47S,227.0
0eUk_VN3e2A,PT45M26S,2726.0
QZTExTxX1uA,PT12M15S,735.0
wd_JwfXgFHk,PT6M45S,405.0
GZMrivD2Aok,PT1M47S,107.0
4cXsgT3ZcL8,PT25M29S,1529.0
tUg-WLRdRv0,PT3M48S,228.0
bS9zXmexXUQ,PT8M40S,520.0
1CYch47uOZU,PT8M12S,492.0
kavxsXhzD48,PT8M34S,514.0
yejbi6aD8IA,PT6M9S,369.0
-ppaazmNIgA,PT1M8S,68.0
aVamZUeeR88,PT9M36S,576.0
MzrbqsBNh8Q,PT8M28S,508.0
kh3yIsFuPRw,PT8M27S,507.0
HbNYuOTaYFs,PT6M44S,404.0
0gW9EnfWzDw,PT6M41S,401.0
sNue9fiqUzk,PT40S,40.0
NXkNF-3Sr24,PT11M56S,716.0
tYF1dQRVS2c,PT7M24S,444.0
LSDCUIn33G4,PT9M9S,549.0
ForvnkfjtpY,PT2M16S,136.0
Hz56cJfoYgc,PT10M34S,634.0
AB_u_kOSP8Y,PT2M16S,136.0
uexk7jWXYmU,PT3M27S,207.0
uxSAnJsb-SI,PT3M17S,197.0
Go3DZxyoH_Q,PT5M58S,358.0
YkfsQKs659k,PT13M4S,784.0
Eafi9hqm3OY,PT2M35S,155.0
owndUjFYR8o,PT11M50S,710.0
pccxxvvkHQQ,PT12M52S,772.0
KVw7fdB8gXM,PT4M18S,258.0
VH4pgiB5xu8,PT1H1M17S,3677.0
u6GnElEnaqQ,PT7M47S,467.0
WPkIJ5qlEhU,PT10M22S,622.0
D3uvvA7dyoI,PT7M47S,467.0
fCe38yjduXk,PT1M48S,108.0
8U-7F0QfLCE,PT4M37S,277.0
0AWUKX5D_ak,PT50S,50.0
Vk-HI3SDoH0,PT1M54S,114.0
ayOi5ZW-kgU,PT10M37S,637.0
yHHnywiSwIE,PT33M13S,1993.0
kEEBq1vDTa8,PT1M31S,91.0
qMnjdV-eFuM,PT4M39S,279.0
zeQaJGkFyqQ,PT37S,37.0
9aC3UOu5dR0,PT1M12S,72.0
fiErkaNjBwk,PT14M48S,888.0
tYFYoLEO0dM,PT4M25S,265.0
3K0wXkf0QAY,PT1M27S,87.0
XCz66YlNbPQ,PT1M44S,104.0
ufOnBRXy3Pc,PT2M11S,131.0
3BJU2drrtCM,PT11M39S,699.0
M4vnmgZLA8s,PT4M12S,252.0
2pJlpCfueV0,PT50S,50.0
II-OP6vdMs8,PT7M6S,426.0
UNnHy6Qc5-c,PT5M21S,321.0
vAh7jTAkCKc,PT3M23S,203.0
rRuifrLicbI,PT19M25S,1165.0
qpAo_XvCQaQ,PT2M20S,140.0
LNHkxOU7zz8,PT4M13S,253.0
QVoleJYgdM8,PT6M11S,371.0
XtlLI_pBC3s,PT12M50S,770.0
ic1kMoM_kPw,PT8M6S,486.0
TXWkTc5_G4E,PT11M33S,693.0
enqFulGwFYY,PT2M24S,144.0
f1e0BPbTjvo,PT1M19S,79.0
DTErM4uuPdc,PT13M41S,821.0
rqTpMCq8uhk,PT21M40S,1300.0
-kETYvHON_I,PT4M40S,280.0
Nsg6ZDd4NfQ,PT11M42S,702.0
MICQb4QW448,PT10M49S,649.0
Y4357OXULfc,PT10M36S,636.0
iXcqpJQD5II,PT20M31S,1231.0
KaTr8JC0hFA,PT15M,900.0
_Ihg1_3-0os,PT3M,180.0
4ay4S61byZo,PT4M31S,271.0
_zu53yAoTJE,PT3M36S,216.0
F4qfN5UeFvQ,PT3M36S,216.0
9o2FXVhjLyY,PT30S,30.0
C6Oo9Hel6MI,PT4M45S,285.0
8I_uK7WBbjI,PT13M14S,794.0
rQWZK5U233s,PT3M28S,208.0
Ho-QAgN6hHA,PT3M44S,224.0
J_fFW78fc7s,PT53S,53.0
WD6ZMcLxCO0,PT5M3S,303.0
E9eAshaPvYw,PT2M22S,142.0
5SNX4JuM39c,PT7M36S,456.0
KobCmaF10vQ,PT8M59S,539.0
yigx1EjB85s,PT2M15S,135.0
LHLbPgXPnlk,PT5M14S,314.0
rgcE2lMa0Kw,PT56S,56.0
jyUNW5p8Yno,PT2M49S,169.0
34mNW4YSJhw,PT49S,49.0
4uvDgYKLgcU,PT4M44S,284.0
h22kNL89csk,PT35S,35.0
Oc27GxSD_bI,PT10M31S,631.0
3D_ZODCSKXo,PT49M58S,2998.0
yBXcNcBnImc,PT6M46S,406.0
djLBR_aoymQ,PT2M10S,130.0
c2rEwAWHP7s,PT6M44S,404.0
4L43VVORo5c,PT9M42S,582.0
B1pdDGaC9Mk,PT4M36S,276.0
FlIaRLXIHKI,PT2M26S,146.0
5BD1Yjc3du8,PT12M52S,772.0
yMl68dEcOAg,PT5M58S,358.0
3Eu3N6KsWtY,PT1M9S,69.0
Y_VQkw9MJA4,PT6M5S,365.0
lH4WpBbX0oE,PT3M49S,229.0
tKX8nUCSBjM,PT14S,14.0
MXdXoQBVFmE,PT3M17S,197.0
lSSFuier7tU,PT25M55S,1555.0
HSezK15Ewdo,PT19M12S,1152.0
u-OQ-Zv6PfI,PT16M25S,985.0
aB-UKwO367s,PT15M37S,937.0
eEdPnm-AZ94,PT2M40S,160.0
CJzaYLc4pPY,PT3M4S,184.0
eV03W0mnxkI,PT1H12M56S,4376.0
aeoeECXFksI,PT16M10S,970.0
_zhR6d6LDzM,PT4M10S,250.0
rbQLd9Kj2VI,PT29M12S,1752.0
iqQXwovaUJQ,PT2M24S,144.0
l3vbvF8bQfI,PT3M32S,212.0
FvBcYkY7ZGo,PT5M39S,339.0
YyGq2vjv7Qs,PT9M30S,570.0
_1mIPOYZzfo,PT57M45S,3465.0
rjlxc-vxNBA,PT13M32S,812.0
idD1C2-ISlo,PT4M13S,253.0
Kpxn9nl02qg,PT3M51S,231.0
EOmcGbXsRM8,PT4M33S,273.0
HDJYRLqTUjo,PT9M34S,574.0
40zKzYxwaF0,PT10M47S,647.0
5TXSR9Jel24,PT54S,54.0
oRSVrtKph_k,PT12M49S,769.0
x2u-KEex34A,PT7M23S,443.0
rll790aP60Q,PT36M56S,2216.0
ldMaZ_7FNDY,PT24M9S,1449.0
NBYL_QwYhjs,PT51S,51.0
KHeAmpahI08,PT3M33S,213.0
V4dqF7UOspg,PT2M24S,144.0
fQTVpWxu570,PT3M28S,208.0
fVizzW1uyDw,PT1M38S,98.0
cPSpmSXNy_A,PT10M29S,629.0
sOz90t6gH-8,PT1M42S,102.0
mB2UTIkgY1I,PT1M10S,70.0
7pXcSzCvYvs,PT52S,52.0
jiP82WVx6mM,PT1M49S,109.0
W7Vf8NiqSu8,PT1M5S,65.0
gqR5QaaSFX4,PT30S,30.0
WAwRrtH-4Lg,PT8M43S,523.0
Isvqg90LhqM,PT31S,31.0
No35-c4zXjo,PT3M52S,232.0
lrWRy9BBp-c,PT8M59S,539.0
aoY0J5jSbTM,PT1M33S,93.0
IiRmtBZu0pM,PT1M59S,119.0
yLdav-8af6g,PT8M22S,502.0
Z0JupszeKIo,PT2M19S,139.0
15UK0924t_o,PT10M1S,601.0
q260bjSiyq0,PT2M9S,129.0
PSA-TnMwK9c,PT3M36S,216.0
gImQUUb8cU4,PT15M2S,902.0
d6hso-SroWE,PT3M7S,187.0
2_dkBgK4Mbk,PT5M44S,344.0
pjaEEzjd9iw,PT1M31S,91.0
U0FRd8BbRW4,PT1M6S,66.0
6DuLfoU3apA,PT1M22S,82.0
aYnyMPc3LQ4,PT8M22S,502.0
ZJkc_C5-Cd8,PT5M21S,321.0
Y-iFgDK_D5s,PT13M49S,829.0
au5hwGS4KRE,PT16S,16.0
DnSO5Uhobvo,PT4M28S,268.0
7ZhaNwZbco8,PT3M5S,185.0
_QufBstcsrc,PT11M28S,688.0
V59YAu9l-gY,PT2M8S,128.0
iLZSB-5Dyf8,PT3M6S,186.0
oDYoV8-9v10,PT7M44S,464.0
77e7n60Zs9E,PT8M16S,496.0
MLVcmQ62luE,PT9M28S,568.0
I92OeEHWmTc,PT1M26S,86.0
lUZPV3gGXgY,PT12M2S,722.0
4GUxd-4TUTs,PT6M25S,385.0
dPuULksBPcI,PT1M58S,118.0
V1LBWKqQpfI,PT13M9S,789.0
Ugcz3EaGodE,PT1M46S,106.0
_7985zBEM3o,PT9M5S,545.0
bqIVwa9VFDM,PT3M53S,233.0
h07CnJy-SUc,PT2M57S,177.0
vBdxi7-_HKw,PT6M37S,397.0
pn6azlyHzuU,PT2M48S,168.0
NzJdS6YC9es,PT11M57S,717.0
3LNeBf7bOTU,PT29S,29.0
GKBI_bVFSfs,PT1M26S,86.0
qax_QIFvw_o,PT6M24S,384.0
rWVLhFdOr_M,PT1H36M58S,5818.0
ClM-MORjXQI,PT2M5S,125.0
trW9rxpSBxA,PT2M11S,131.0
Ow-plaMZHT8,PT27S,27.0
eenl2f0o6AQ,PT22M10S,1330.0
wOFuVNiAJQQ,PT3M25S,205.0
PfZHU8ZT-Uo,PT3M14S,194.0
ahAnbeyxlic,PT2M29S,149.0
9udUUMxQNG0,PT7M3S,423.0
rDGt6F3xTcw,PT7M3S,423.0
LcExeXLNKyY,PT3M15S,195.0
wrpeEitIEpA,PT1M10S,70.0
KbbgQsTbQ9Q,PT15M52S,952.0
bPJjU2Mpujs,PT42S,42.0
kfPNxNIDHrA,PT4M45S,285.0
nCPIKP_84qs,PT5M24S,324.0
NHrwcQQ38bA,PT4M29S,269.0
JrFiNSueT3Y,PT6M46S,406.0
iuBPpEkUi8I,PT1M,60.0
5g20u8EfMdg,PT3M33S,213.0
391JeKrI30w,PT9H1M56S,32516.0
PKP8Mimj3QI,PT2M,120.0
v3Nv2R9Acec,PT2M36S,156.0
26qOMpjicGs,PT2M32S,152.0
XIxZLrruFpg,PT6M31S,391.0
yOZf7zIf6fM,PT2M46S,166.0
gTF8KYoJkMM,PT7M56S,476.0
2fxqFJsvus4,PT3M1S,181.0
MEEj62ZqFYo,PT4M1S,241.0
3tUSDKhcxcc,PT8M32S,512.0
WMefea9aYNA,PT1M,60.0
3rIjcRK_BNU,PT34S,34.0
PUcS24GuAog,PT39M16S,2356.0
tXWHO14c88c,PT4M4S,244.0
of_i4P9QwyM,PT7M13S,433.0
3TwiPa39WnM,PT1M18S,78.0
Qzgar1P6cn0,PT5M4S,304.0
TKhRjduXFEM,PT10H58M56S,39536.0
VW-5B_g8CrY,PT1M27S,87.0
Er1eh1D8p2o,PT3M31S,211.0
l0rAEPJoWeE,PT55S,55.0
-m3L9lA5_tA,PT8M14S,494.0
caCdf94Blfw,PT1H26M47S,5207.0
Wk6Z7HLpx8s,PT1M23S,83.0
JZoO1Ftj-bM,PT4M30S,270.0
_fVUX6-7VKE,PT4M16S,256.0
VRJmcxCrAOA,PT4M18S,258.0
e2ExvdtmIyU,PT4M52S,292.0
eUgrVCDUCtE,PT16M47S,1007.0
Lj6Y6JCu-l4,PT3M5S,185.0
NkgW3SLLZgU,PT5M7S,307.0
K0u_kAWLJOA,PT2M57S,177.0
uGwcNjWrgaU,PT14M22S,862.0
phCIKfJY7SU,PT4M11S,251.0
lk8lozFBXpo,PT4M34S,274.0
AKmlFyQaiXo,PT8M21S,501.0
KpL6X856Y2E,PT1M2S,62.0
dAyg7C2-mjQ,PT5M42S,342.0
IvAvHjYoLUU,PT13M3S,783.0
vCWrArYJntc,PT4M28S,268.0
bqPARIKHbN8,PT18M21S,1101.0
d3h_uD-5d7A,PT19M14S,1154.0
J41qe-TM1DY,PT2M59S,179.0
rWHrWuDnReM,PT58S,58.0
EsdjC5dsOTM,PT5M17S,317.0
1zO2JEV6He0,PT6M42S,402.0
ZWMp9BpWODk,PT5M26S,326.0
TYFAkFxeukE,PT15M50S,950.0
2gGRX1bvgS8,PT1M13S,73.0
mA4NVRV1FGU,PT6M49S,409.0
z91xQ5u-_wY,PT6M6S,366.0
xPsEiZAOb_I,PT4M51S,291.0
A4cASDml7Vk,PT3M57S,237.0
k9XvXBqhu-E,PT11M28S,688.0
A6owSHYjOiE,PT1M17S,77.0
Z9Mscw3O2XA,PT1M49S,109.0
g3N-vtknJG8,PT4M50S,290.0
5gZWna6RnCA,PT1M19S,79.0
oWjxSkJpxFU,PT7M8S,428.0
8BAhwgjMvnM,PT2M35S,155.0
GWMKelv5Bmw,PT9M22S,562.0
NZ0ImXT1FZk,PT12M59S,779.0
OGYASOBiU_E,PT6M55S,415.0
16a1LttU5qc,PT6M13S,373.0
1QR-GsZkE3E,PT3M4S,184.0
3ChgRbqGi-E,PT3M43S,223.0
cMtHByGJ8Ao,PT3M42S,222.0
jyNFL5t2A-U,PT3M15S,195.0
txHbh2PAeV4,PT3M52S,232.0
dPWg-A9tiRI,PT5M40S,340.0
sgX_StgXGF0,PT1M,60.0
8gcUmiOlM1M,PT2M12S,132.0
NuXHriwQB9g,PT1M4S,64.0
AKstzozuLKY,PT43S,43.0
Cs2Xr2b7ako,PT14M4S,844.0
p5HH2UfZ2wE,PT57S,57.0
dZWNPEC6SIw,PT9M3S,543.0
5x-d3pabd5o,PT5M48S,348.0
P-MQBhBwvgM,PT1M30S,90.0
6wHZT2t78E4,PT4M34S,274.0
NOciiz9WK5Y,PT5M47S,347.0
4MYaA4WEo1Y,PT2M10S,130.0
lzEctvL0vrg,PT4M18S,258.0
XKSHDDBAd1w,PT1M42S,102.0
90CCjgX0n20,PT31S,31.0
oZm_N6aSU0E,PT1M18S,78.0
Uh4XJjr53vg,PT4M31S,271.0
TMfStd3v330,PT5M59S,359.0
6A3cHzFQsqI,PT6M20S,380.0
mJ-lFt9_uxI,PT1M,60.0
YNpCXG66_PA,PT6M54S,414.0
Cd2Ue_xw1oo,PT1M,60.0
K9kVsnTQh-g,PT1M43S,103.0
vBQOVNuSNvI,PT22S,22.0
y2l7bhf5fJo,PT1M12S,72.0
RqAFeV8Bosc,PT7M39S,459.0
8MPbR6Cbwi4,PT6M23S,383.0
lfIhBu0TZBs,PT2M52S,172.0
NSi-MniOTqI,PT7M44S,464.0
8ll04Zzw5UM,PT4M56S,296.0
eEDZuFw34YM,PT2M50S,170.0
XblV5A1PlDo,PT3M23S,203.0
IBHx9uwCy3w,PT10M59S,659.0
DJFeaRWJdy8,PT21M24S,1284.0
yN7N0P2TxHQ,PT3M22S,202.0
fOsphXJvaUE,PT4M37S,277.0
efve8-mhdVg,PT6M23S,383.0
wDrx1pxh-Po,PT7M21S,441.0
D18e8aU-UWs,PT4M,240.0
pjTj-_55WZ8,PT3M52S,232.0
JWAvRIpuj1U,PT55M50S,3350.0
t8a8EFMAuSU,PT2M28S,148.0
dOv-1NG-YKc,PT18M41S,1121.0
zq0T7ye-Pn4,PT6M48S,408.0
x25k_-Katf4,PT5M40S,340.0
t3z_pdr6z8w,PT13M42S,822.0
CZMO9Ud0tOU,PT5M15S,315.0
GM1QDBvzm1Y,PT31S,31.0
KtA3Wp8eNgA,PT6M26S,386.0
0GQmGOju6CE,PT15M49S,949.0
XIZmIl9SsXk,PT5M8S,308.0
zsbT6NMUrSk,PT5M25S,325.0
Np0LMwqtOVM,PT8M18S,498.0
Mhzmc7LRIGo,PT14M10S,850.0
52L2HML5O1k,PT9M7S,547.0
HvPbH30KWLE,PT2M,120.0
XT3gEidTKAc,PT3M6S,186.0
9r6NI9m_IxM,PT26M21S,1581.0
Z00-9MhEw5o,PT5M40S,340.0
kDiJh8loTOE,PT8M38S,518.0
RjujNLl1jyk,PT10M35S,635.0
qNl4-y6q5rc,PT1M46S,106.0
Prnw-NqXSEY,PT1M18S,78.0
0ufNmUyf2co,PT7M17S,437.0
byBCkV_j-As,PT1M18S,78.0
gTRRvvE3HiU,PT4M11S,251.0
leHtDz4Mj0M,PT6M40S,400.0
SS0ebmCqHxs,PT3M9S,189.0
oGmIFXfgPM4,PT3M1S,181.0
uikOKrrwsfw,PT2M31S,151.0
Di4QJUCElgs,PT14M21S,861.0
Zvg6b6q1s-Y,PT7M36S,456.0
a3Z3HAdHFdo,PT58M56S,3536.0
klGP5rtA76c,PT19M15S,1155.0
S74uFJHI6gM,PT1M35S,95.0
qDI8LnPq3VY,PT1M50S,110.0
y6KYFcta4SE,PT19S,19.0
mqf0f1h8ZTU,PT1M20S,80.0
EQzWr52gCWA,PT9M47S,587.0
1e5vRpODASk,PT2M26S,146.0
pkwSoJrVWAY,PT6M56S,416.0
zkG4Xpz6t68,PT3M22S,202.0
yKVAhDbSito,PT25M26S,1526.0
jLCHpZ6B1gU,PT3M21S,201.0
4Uhe7pNqCFo,PT8M7S,487.0
f_jTeuajas0,PT2M6S,126.0
RQUuqbzQVsY,PT4M9S,249.0
FmE8DwZ6RHk,PT45S,45.0
MjSZs_uOWxg,PT4M14S,254.0
iNT-tPrz4OM,PT4M5S,245.0
q11UD-6XT-8,PT8M33S,513.0
gNG0GiSrwas,PT5M29S,329.0
I5qFoctplSU,PT9M4S,544.0
CbfnCflL4-E,PT1M24S,84.0
gfmXCAwBkCE,PT2M6S,126.0
AuWwlxym68g,PT4M37S,277.0
9vDdx1dba6c,PT3M50S,230.0
w6rzRBHy1tk,PT59S,59.0
akNs04ef_Co,PT7M52S,472.0
pylyPL64uxk,PT11M58S,718.0
xIbQZpwVweE,PT1M50S,110.0
WB8ozD7l02w,PT7H14M36S,26076.0
VFnXRntc9XA,PT5M41S,341.0
bYXM3uz1bjM,PT4M39S,279.0
nUgMn2ntSh4,PT5M53S,353.0
f1xIeTCgoFk,PT3M54S,234.0
YWVylysTNIA,PT24S,24.0
OVnxBcS5qWo,PT2M8S,128.0
jHvSF0njyvc,PT23M2S,1382.0
nlIE1I6DxjI,PT4M58S,298.0
gC3Y7SowqwA,PT1M30S,90.0
9flXyzcSfT4,PT2M45S,165.0
Xx1tK0RyZxs,PT2M2S,122.0
fSutgzDY_I4,PT2M38S,158.0
cOaRPJQXFG4,PT3M34S,214.0
hcfMZ6qjdXM,PT1M40S,100.0
tblXEAKO6KA,PT40M20S,2420.0
FB64ez0kf1c,PT3M19S,199.0
dQMZLXaa1L8,PT1M26S,86.0
nrB7aqfRzyE,PT27S,27.0
wtegEB9lvaA,PT3M24S,204.0
eHEwkvFFBII,PT5M43S,343.0
IzQwbRdh5Ts,PT1M14S,74.0
nDoQqQUa9C8,PT12M28S,748.0
CZ7KRUYQyKE,PT8M44S,524.0
-p2lhxUqMMQ,PT10M50S,650.0
MtJFuT0KFq4,PT14M18S,858.0
8MfSVTHqNHU,PT2M54S,174.0
QLFRGj-PPNI,PT4M7S,247.0
48-pr5-G6Pw,PT3M23S,203.0
floMqK_yHf8,PT5M12S,312.0
Vfugwq2uoa0,PT2M35S,155.0
EgUMLjp3H4E,PT2M32S,152.0
JqIkzS2wSz8,PT19M22S,1162.0
lbFzL-0pEeU,PT12M29S,749.0
vecSVX1QYbQ,PT3M32S,212.0
Epm5_DSfMn4,PT1M,60.0
wqS9QwOIH3s,PT11M50S,710.0
Bx1aWLcUF3A,PT7M50S,470.0
z7WjD5G5ZuY,PT1M15S,75.0
mWaY32HWjKE,PT2M32S,152.0
dhOMtP72o2Y,PT3M15S,195.0
lpkRFHSpvGI,PT6M34S,394.0
M3mJkSqZbX4,PT3M11S,191.0
pzPtlmzwajA,PT3M25S,205.0
1KG8Qha7uXw,PT1M56S,116.0
HysgiQT5_eI,PT17M48S,1068.0
uLWBWUwIx64,PT8M49S,529.0
vorkmWa7He8,PT13M8S,788.0
IIyZuKN2j7U,PT4M29S,269.0
KXBYn9cwl7U,PT1M1S,61.0
FGI7iaAIN3U,PT6M50S,410.0
nUDX6OCXEyc,PT18M58S,1138.0
NBgNCDF4lG8,PT4M9S,249.0
rew7FoGy1Po,PT4M6S,246.0
ZDk03lHV47Q,PT5M4S,304.0
3Zew8pLSlwQ,PT2M26S,146.0
KORiXf-u21Y,PT1M22S,82.0
xJrOUJpCxOE,PT5M58S,358.0
ywcNsJb2v2U,PT4M53S,293.0
__Wd-iOZQ6k,PT3M47S,227.0
woDDGmpV2KE,PT53S,53.0
JOwmqPPkjww,PT4M27S,267.0
1mpdJcGj8Qg,PT5M51S,351.0
WmQR7X9SdeU,PT44S,44.0
SJsvPv5Q_oY,PT1M39S,99.0
LIEOeqNRikk,PT18S,18.0
IzbcIFW1qB0,PT1M2S,62.0
3jcolXvi8IA,PT42M8S,2528.0
de8K18_G0qk,PT3M38S,218.0
U41Pm93Ej2c,PT33S,33.0
OG2C2KgtRRU,PT2M25S,145.0
u2HVB-9lC3U,PT32S,32.0
rBUjOY12gJA,PT4M19S,259.0
C1fRIyBW4kk,PT4M31S,271.0
lr4MmmWQtZM,PT7M1S,421.0
6OcOO1k-vGE,PT3M10S,190.0
u7KZrt_cHH0,PT2M49S,169.0
TdcS2LMQ5Ck,PT1M28S,88.0
Ct9BFr9XBaI,PT4M20S,260.0
6HOO1d3ltA8,PT15S,15.0
OL4LNg-iyY4,PT3M22S,202.0
D-IkMEDaNQY,PT3M37S,217.0
d2sJNee7FQ4,PT3M9S,189.0
IBVo8dfqTBc,PT1M46S,106.0
S9Xg6iUxYXU,PT3M8S,188.0
SEikcs2SbJA,PT6M58S,418.0
uAmsViupOa4,PT2M56S,176.0
7cmzAjwmc5k,PT56S,56.0
tfNzMKvoVOU,PT5M22S,322.0
e3UqLAtdZ04,PT1M52S,112.0
1A_aWbz6D5A,PT20M19S,1219.0
i1AHCaokqhg,PT20M30S,1230.0
kVWj8lgQvsE,PT54S,54.0
melV2fR6-T0,PT24M54S,1494.0
9NkHIv25IH4,PT3M38S,218.0
1JXq9779zwU,PT4M20S,260.0
KBlmLfHSKFs,PT3M39S,219.0
EMTo2UqcnGg,PT7M5S,425.0
Ii_Gz1WbBGA,PT4M6S,246.0
7xN52zQzYy8,PT52S,52.0
zPm4rR1cmzU,PT4M43S,283.0
KIEVOMxKWxc,PT12M10S,730.0
kZLBVi_0ENU,PT4M,240.0
li6f_0x0IGE,PT9M2S,542.0
ZurW-Uc6Lc0,PT31M27S,1887.0
HkOLf9BMRZ4,PT3M42S,222.0
nb42DxagyOE,PT6M11S,371.0
2Cy2S6jbviQ,PT9M4S,544.0
l7YnFiAAlxw,PT7M16S,436.0
8qW6fjiMhgo,PT5M1S,301.0
Zb0wnYnrMHg,PT10M9S,609.0
4Ek6UCI0YQs,PT19S,19.0
RkU4WWEUj-Y,PT17M55S,1075.0
TTio2AvTMKk,PT4M47S,287.0
6ZwXRnueOMg,PT4M,240.0
sNgByUWwFKU,PT32S,32.0
jQR_Bp66u9w,PT2M29S,149.0
8_rTIAOohas,PT1M42S,102.0
_r0cf42EUBw,PT20M59S,1259.0
6Nr_xHolP1Q,PT4M31S,271.0
V6wWKNij_1M,PT2M7S,127.0
tPtMP_NAMz0,PT4M,240.0
J_CFBjAyPWE,PT3M41S,221.0
upt1wHntDws,PT15M1S,901.0
yXLo4iOb3GU,PT7M28S,448.0
UCKC-QVcVn0,PT10M28S,628.0
V8-JfSXPDp0,PT9M19S,559.0
l0VNEl2qw2M,PT14M21S,861.0
db9Shsd8q8M,PT1M46S,106.0
_GcsQuOGPPk,PT5M29S,329.0
h8VJft5Xq5g,PT3M25S,205.0
7FceZB6qMiA,PT4M58S,298.0
kD3XrTz8G8Q,PT3M5S,185.0
sdKWEWu4PnE,PT2M59S,179.0
tySwY8qXwbQ,PT5M20S,320.0
jg4hFf-zmn8,PT4M41S,281.0
DQDj074iEuM,PT1M28S,88.0
EY8rq1AyCPY,PT1M17S,77.0
lRXHd3HNzEo,PT6M20S,380.0
TynRELscK8s,PT1M53S,113.0
HEuJgDU68wo,PT1M1S,61.0
kUZlz6VbMCg,PT8H48M53S,31733.0
Tz5L-rNWZBs,PT13M54S,834.0
I3ysRfAo49k,PT25S,25.0
6oIWl1jLE20,PT5H18M1S,19081.0
ATFwMO9CebA,PT1H43M,6180.0
exsOim0Lyl4,PT1H20M34S,4834.0
oaU82_uGTQg,PT7M17S,437.0
QWz3auJ78ik,PT2M44S,164.0
VW2xRR75lKE,PT3M18S,198.0
0I9vWjc9nao,PT5M39S,339.0
gYYMnkoFtjM,PT31S,31.0
dgcr3mCsqBE,PT6M40S,400.0
g8GJV08_pRU,PT16M12S,972.0
HUZRjGEwqCg,PT3H5M26S,11126.0
Hvysy11716g,PT5M46S,346.0
CUnRQYS6xqo,PT10M58S,658.0
mUSv8b-V5I4,PT26M37S,1597.0
H5tK00zL6EQ,PT3M17S,197.0
__1SjDrSMik,PT1M1S,61.0
OitUxz6txUI,PT2M20S,140.0
nk3a7zq84Co,PT5M6S,306.0
tdfFoSC8_7k,PT6M41S,401.0
lRxAWujpMmA,PT5M8S,308.0
zbtyaKAMDdk,PT6M42S,402.0
YGOesyoKLI4,PT43S,43.0
LnA4DGoihak,PT2M13S,133.0
-0NYY8cqdiQ,PT5M3S,303.0
hIFwL6O_6aA,PT9M58S,598.0
k0BqqEMobcY,PT15M46S,946.0
SJXXGL_8VcU,PT3M9S,189.0
Dc-EG4ABsxA,PT6M59S,419.0
GQ6cKZ3Zf9A,PT18M7S,1087.0
h8FkbFoRCzc,PT7M39S,459.0
_JVdoEIbKio,PT3M38S,218.0
Q0BIVH-8pwk,PT40S,40.0
-V1Oo7srGf0,PT6M19S,379.0
SwEVxk-jWDo,PT1M11S,71.0
d4KL7vqhpWA,PT7M28S,448.0
jCVkaZChKmc,PT12M13S,733.0
