video_id,duration,duration_seconds
oKuPJ7zF0_k,PT1M6S,66.0
fO8pPjlFtNw,PT10M8S,608.0
_ASpoeFRTZ0,PT3M19S,199.0
8dsf7S5GO1U,PT5M5S,305.0
FO_Ox_dH0M8,PT4M5S,245.0
XiIShINrftE,PT4M53S,293.0
ii3n7hYQOl4,PT1M23S,83.0
zIiIcjfA2-I,PT9H3M15S,32595.0
lzuWvKn80V8,PT4M33S,273.0
AzLYMcneJMU,PT3H53M42S,14022.0
RiVuoe-jaE0,PT59S,59.0
AeB90B9__xM,PT1M25S,85.0
3A-3NaPA3QU,PT11M5S,665.0
qE7psdp1jVE,PT12M13S,733.0
30UjfElERlc,PT1M5S,65.0
LTWh-i-iJqM,PT56M16S,3376.0
Ali918UJSpU,PT40M5S,2405.0
wJ5bOg46D7Y,PT7M42S,462.0
vfqeeScKVyc,PT10M6S,606.0
cON3fiEm3Lc,PT7M36S,456.0
6P6Ia5Qj9W0,PT2M40S,160.0
xp0m08eOD5U,PT3M55S,235.0
o8m2kXgCIMc,PT4M12S,252.0
exGGotfSuH0,PT1M38S,98.0
ZKUerb6IH4Y,PT13M14S,794.0
23QOy9Q2qNI,PT3M13S,193.0
DUYa7rjRz0s,PT4M1S,241.0
bo7cX6kCM2A,PT1M53S,113.0
j28Gt5_Mlo8,PT24S,24.0
1ZqFDsq09H8,PT17M10S,1030.0
tFUKsthR-Ts,PT2M23S,143.0
kuTBea8_-LY,PT2M33S,153.0
9U2kr_QfhoQ,PT3M56S,236.0
SI1J2bbbOt4,PT4M6S,246.0
HDDIWGlBt3o,PT13M37S,817.0
8oKl_qDJHt4,PT3M55S,235.0
fOhB5JyEkOQ,PT8M25S,505.0
GSCP2yg-v2g,PT17M30S,1050.0
a7NJ6Gek9v4,PT8M53S,533.0
lYEj9snU838,PT3M27S,207.0
0vKkwJwL77Y,PT5M2S,302.0
ZnQGzfrEpsc,PT4M20S,260.0
2GrKY7Qqal8,PT7M29S,449.0
JiOXpKU7tWc,PT3M53S,233.0
8qL4lMQQ9IE,PT10M52S,652.0
xNvlaa5-vtI,PT3M52S,232.0
9OeZYhjyweQ,PT2M36S,156.0
j7RZy2B73hw,PT10M10S,610.0
YlpXoQEqBWI,PT23M20S,1400.0
Y62ExbHI4Yk,PT6M37S,397.0
h-h5Mhlt6O0,PT7M8S,428.0
wd8h1iND_ys,PT6M10S,370.0
QXcbVHFE2bo,PT7M1S,421.0
nUnJQWO4YJY,PT5M40S,340.0
0DpCDxoj_Xg,PT2M42S,162.0
MyAnv1nY5Vw,PT1M28S,88.0
fYo_ZqCFafU,PT9M23S,563.0
rRzxEiBLQCA,PT3M13S,193.0
Wl7V4LwkfQE,PT4M1S,241.0
oPM3jxnoqhk,PT4M19S,259.0
ERBEwrn4f7Q,PT4M12S,252.0
czX0j3L2ZzQ,PT2M57S,177.0
XsVy4ImgM0o,PT2M25S,145.0
qxbS8qbBL0c,PT3M50S,230.0
WOUZxG1JcGI,PT3M25S,205.0
dx0jvrlV_EQ,PT4M18S,258.0
SbnJwF7GrWg,PT3M43S,223.0
mSgDg1oiOCs,PT5M38S,338.0
vZJXXguLysI,PT3M38S,218.0
a49beT37Bc0,PT1M15S,75.0
bcHh116rcV0,PT2M2S,122.0
6wpb3YfXGqU,PT16M52S,1012.0
Hfho_nJ5JJ8,PT7M46S,466.0
LRrzLpfdY1g,PT3M9S,189.0
ozhENW1LDa8,PT2M17S,137.0
SeVYqisjAQk,PT3M56S,236.0
zEHRNS-Scrs,PT18M39S,1119.0
oFqHvacY9Kk,PT3M39S,219.0
givBfOQ47OE,PT2M51S,171.0
Vxww9Ap3DdM,PT4M11S,251.0
bMfcrZYOAnE,PT4M4S,244.0
_rUCjWv0vwA,PT3M31S,211.0
wENhHnJI1ys,PT8M41S,521.0
FITSPSA8gQs,PT3M49S,229.0
gCwDzQcbiF4,PT35S,35.0
3Z6kYVQC83E,PT3M13S,193.0
89OP78l9oF0,PT2M25S,145.0
pA5NbgdpRpk,PT42M10S,2530.0
JOZzku2SrzQ,PT39S,39.0
8I_NkJ8VTEI,PT4M47S,287.0
vI4LHl4yFuo,PT2M1S,121.0
Oy9R-z7YTRc,PT9M27S,567.0
s1yurGsRM_s,PT6M20S,380.0
XkVwqEdYlNA,PT6M15S,375.0
Na7VFFnqWVI,PT4M20S,260.0
oQxKEtoHygY,PT4M6S,246.0
6FbdqwlR0H4,PT3M30S,210.0
IQYLPEuAClo,PT10M42S,642.0
iKjEoPA0LlY,PT5M17S,317.0
ZLFak6N04GY,PT5M38S,338.0
KROef3M9gjk,PT1M51S,111.0
stMM0EsoGwY,PT32M26S,1946.0
wTiDluJ4Yd0,PT5M37S,337.0
dedaP9ym-hY,PT2M49S,169.0
66kn6Dcr12E,PT31S,31.0
QK0s815RTJk,PT3M16S,196.0
tT-lTxhW7pY,PT5M11S,311.0
hZJDAJDD-uw,PT5M36S,336.0
t7Fa1GUf-LE,PT1H43M31S,6211.0
tUBLW5bCqfM,PT5M56S,356.0
HTi1c_tLnqw,PT3M11S,191.0
3j5eGupDWY4,PT4M1S,241.0
KjHan6D3O3g,PT2M36S,156.0
IC_lnyn2R2Q,PT2M10S,130.0
BWJY1na9qao,PT10M40S,640.0
DkXD5949qqQ,PT2M37S,157.0
PKa01AvSATE,PT14M58S,898.0
kzFHjyysXr0,PT5M54S,354.0
AYte8ks2KAk,PT5H36M46S,20206.0
yArprk0q9eE,PT9M,540.0
CSDHM6iuogI,PT1M49S,109.0
1w9tf3vSuVs,PT32M8S,1928.0
K4STcvndzbE,PT2M13S,133.0
-QxZv_wJ1aA,PT2M49S,169.0
r4ppTbMcFTo,PT3M43S,223.0
Jq_98dJuIck,PT4M26S,266.0
Dm9iTlsaie4,PT6M53S,413.0
wtTmLBfIiG4,PT1M1S,61.0
kZ3xRQOhpQI,PT6M10S,370.0
kz1xzBYppW8,PT1M18S,78.0
31Fbv9qRV7s,PT3M51S,231.0
Gjs1QSa9fpI,PT13M58S,838.0
NvG1FTafzAw,PT58S,58.0
hphLiGW6FgE,PT4M56S,296.0
sMEmj80EJy8,PT9M10S,550.0
32YGGYaUTgE,PT6M9S,369.0
8J2q99ApzGs,PT2M28S,148.0
1UPJ_Uk9s5c,PT55M35S,3335.0
VWFoCcbXqAw,PT3M45S,225.0
ZeGNvhAsUW8,PT3M17S,197.0
UPPkvPe5WJ8,PT33M,1980.0
dkD1l8iKedE,PT48M41S,2921.0
RBpLVXNN6i0,PT2M48S,168.0
lJkXbzQPIkM,PT5M17S,317.0
hMBxriQamIU,PT3M30S,210.0
1iUgR_lKn1c,PT1M59S,119.0
w1zwGLBpULs,PT22M49S,1369.0
1emNguW5xAA,PT12M20S,740.0
PRHVfIbeGpQ,PT16S,16.0
Z7GkGeZrb2Y,PT10M6S,606.0
fEqzx-36pOo,PT2M58S,178.0
EtfIzNdt9Ac,PT9M59S,599.0
8d_202l55LU,PT3H11M17S,11477.0
hu_4yAZVNsU,PT56M30S,3390.0
xLkHEZTSeoU,PT22M38S,1358.0
Oapebl0bADA,PT3M45S,225.0
6xe64i_4GhM,PT11M12S,672.0
wzKL-bQKcgA,PT3M14S,194.0
lV3eV9w0h0U,PT10M4S,604.0
h_67XloYXTc,PT3M47S,227.0
ZLgE9FBOtTY,PT6M37S,397.0
0b6l7MIaGdA,PT7M54S,474.0
MvIwx0JThsk,PT3M13S,193.0
oD9XpUKD7y4,PT28M11S,1691.0
DbF91ZtpGGc,PT1M22S,82.0
NVe6fC4Af-w,PT2M56S,176.0
BHuH-vySEMA,PT5M41S,341.0
ChF_ypmiIs8,PT3M16S,196.0
dRvKm__GrqU,PT2M1S,121.0
NsUQU3r2nsM,PT54S,54.0
sD_31GJmhUc,PT3M15S,195.0
6ZJghIk7_VA,PT11M10S,670.0
arv7U6cfD40,PT4M2S,242.0
jehMXPadHS0,PT6M16S,376.0
TOdGYZ20oSc,PT12M40S,760.0
Y0D0s9eIKuw,PT15M12S,912.0
adz_lnvL0qI,PT1M14S,74.0
bAHAwesTLB4,PT2M40S,160.0
YfOHh5mt9SM,PT7M58S,478.0
hXz4LdA-BRI,PT33M36S,2016.0
_CZHqpIpN4k,PT10M7S,607.0
FY8T06A-j_c,PT3M14S,194.0
DIM6F38ITsY,PT13M51S,831.0
IMzf3C34NNM,PT2M24S,144.0
OkvNxYMyips,PT35S,35.0
POcPgCMwYGE,PT4M39S,279.0
ui05f6CoIxA,PT3M16S,196.0
Alt2HGrsfnw,PT6M5S,365.0
ZOBvRs4btvE,PT5M1S,301.0
0bSE-rh7jFg,PT3M37S,217.0
lw_KFCgcvA4,PT3M31S,211.0
RQREeUE9eGI,PT5M34S,334.0
3fArI2PZBUo,PT1M52S,112.0
9FVkXIj-wLQ,PT11M53S,713.0
1PhdQdJjDZc,PT54S,54.0
7l2NnC0MNt4,PT6M7S,367.0
So_guHTJ4Ng,PT2M34S,154.0
GpekGi00XCE,PT3M6S,186.0
B7B6x2bHcUs,PT2M13S,133.0
DrY4EUirqgE,PT1M52S,112.0
eiDiKwbGfIY,PT5M34S,334.0
OPHbqY9LHCs,PT41M58S,2518.0
noUH5aYUBx4,PT8M21S,501.0
TZSVf-yD7N8,PT11M39S,699.0
K-yazBBF3gE,PT4M48S,288.0
Wpr2WvQn-kg,PT10M11S,611.0
T7H7uH2t854,PT4M22S,262.0
p2P5jrcNwY4,PT5M20S,320.0
9mwM1VB9qs0,PT5M23S,323.0
GIRJck1pVRA,PT4M53S,293.0
D7sj7L1uLiw,PT12M23S,743.0
prmQgSpV3fA,PT10M55S,655.0
QRis1pHOhj4,PT3M26S,206.0
t0N7Vv7bafU,PT51S,51.0
oxd0unpN_Hw,PT3M23S,203.0
-RUbNqpwOt8,PT6M22S,382.0
ZWGh7si0Y50,PT2M17S,137.0
CHXD9k19q1Y,PT5M22S,322.0
ZTwOsL-pVzU,PT9M13S,553.0
JVHFMBfG-cM,PT3M39S,219.0
dR10LRByhRc,PT8M24S,504.0
oiAe-vck-sc,PT5M41S,341.0
AenmqoozqoA,PT2M54S,174.0
TDqjoaURNOQ,PT19M25S,1165.0
hiGqKwy4yM0,PT3M58S,238.0
QDHcA33yT0I,PT2M39S,159.0
QzQpsHScgHs,PT21M29S,1289.0
6kLYXbNZWRs,PT4M54S,294.0
bw_ob5GFi6I,PT4M58S,298.0
IjFxx9SrOTU,PT2M39S,159.0
37z3bfXu3BA,PT2M47S,167.0
eZFvbili87g,PT1M49S,109.0
HJqALBKE4r4,PT4M55S,295.0
Id2hMkmcIMA,PT1M17S,77.0
P4VipvC54W4,PT1M35S,95.0
-W6v2_0evUU,PT2M41S,161.0
sVfTvLm-7Ac,PT37S,37.0
dI5IxmA19jw,PT1M39S,99.0
OdJh_Q5XY4U,PT14M14S,854.0
iCXQwI2Luw8,PT1M9S,69.0
F4Q3kWZ369A,PT2M8S,128.0
MYmQlBpF5e0,PT18M8S,1088.0
JuUi12XbalE,PT5M53S,353.0
SqyPQ5eAgCY,PT8M48S,528.0
OmM425PFd3Y,PT1M47S,107.0
2vQ_fnlvvr8,PT3M2S,182.0
b9lb2x_OHOk,PT7M43S,463.0
Dc6ZDo9ViNA,PT3M16S,196.0
EajOkkJ80uc,PT6M37S,397.0
gG_XI2jXMKs,PT26M26S,1586.0
2fJIRQJ39eA,PT1H17M56S,4676.0
h_-JFUci0BM,PT4M2S,242.0
fZYtg2BTWBI,PT36M18S,2178.0
_odvYvbW9VM,PT8M30S,510.0
PitE6FVIjgs,PT4M19S,259.0
qVYwqepVCY0,PT20M10S,1210.0
BR7AnZ3S8u8,PT1M21S,81.0
X9QiHlEC22U,PT18M11S,1091.0
dmtTnGlTUI0,PT3M35S,215.0
cZxOvNxbi7U,PT2M16S,136.0
DWG2mSSBi8U,PT11M11S,671.0
IbmvDn6I6sI,PT1M8S,68.0
eQTcXGk9BRk,PT2M55S,175.0
KKwmGuQaMfo,PT7M11S,431.0
IR8k4uYnTfI,PT22M2S,1322.0
acVAwLTe3lM,PT29S,29.0
-t5YLGn3VHQ,PT31S,31.0
hOulcmOHCIQ,PT7M26S,446.0
v9wbMzkVseE,PT11M37S,697.0
FnAx2bLICOo,PT27S,27.0
JcdLF6XQ0iw,PT14M1S,841.0
1Znl8OUBa_o,PT5M32S,332.0
SO0HTI8QuQU,PT1M27S,87.0
GjDK_6NtYGQ,PT39M,2340.0
I-xZz2OabW0,PT11M1S,661.0
4vZJn6r0dRw,PT10M59S,659.0
tBnIH8xPyZA,PT6M48S,408.0
8bXF29AeVQc,PT35S,35.0
D0N3qaqXymY,PT1M45S,105.0
gy_aLyB41wQ,PT14M52S,892.0
1iGBHh1q0Kg,PT1M57S,117.0
W-KEuvd3S-Q,PT1M29S,89.0
r1x0X5PCYak,PT12M55S,775.0
0IC3II1i5yM,PT1M27S,87.0
2--Pg-y3xNk,PT2M21S,141.0
25Uouf_9DUk,PT10S,10.0
plnzNgtvvJo,PT5M6S,306.0
muAPJiMho2Y,PT13M9S,789.0
bUijOzaPfr8,PT9M44S,584.0
_Lp5iMI8RWc,PT10M5S,605.0
w-TSI1O4yGM,PT2M52S,172.0
lSXxEdaOqgU,PT5H1M15S,18075.0
ukqJTaHm-xc,PT10M7S,607.0
ifkRhaEDzzo,PT12M25S,745.0
OsSKFlk8oEo,PT3M,180.0
yfxJHGhaECA,PT1M22S,82.0
ODLwIlXK-9o,PT7M31S,451.0
4h-XOckOwN8,PT4M22S,262.0
rBFyZRQ9Jeg,PT7M15S,435.0
de7GaRwrr8Q,PT7M2S,422.0
JDnfux-fSJU,PT7M57S,477.0
v_5qKt7M5fM,PT1H5M57S,3957.0
uJNKApY1Gys,PT12M10S,730.0
IfkWuQY0ti8,PT1M47S,107.0
nPtNK9kitO4,PT2M29S,149.0
4bWmB3cscBs,PT5M38S,338.0
3_keXD1yV3E,PT18M13S,1093.0
OGdfc7MA_qY,PT6M23S,383.0
NP9HAYTK1cU,PT3M56S,236.0
pWqef6cbwzI,PT4M59S,299.0
yI2k6OKsSVw,PT23M3S,1383.0
0XARMt12oFk,PT52S,52.0
8jp3SxojXpU,PT1M24S,84.0
p_IwENcMPOA,PT3M45S,225.0
NePlddZpNKs,PT3M7S,187.0
R9OHn5ZF4Uo,PT8M55S,535.0
MC5bNVTMxyQ,PT12M55S,775.0
lcvOVZ_ILrs,PT57S,57.0
fupYIggOq38,PT1M30S,90.0
JRAOdRq-1lw,PT4M11S,251.0
QerVvvNem1w,PT16S,16.0
JJgiKhhpGvQ,PT3M1S,181.0
zFuOksI6AVg,PT5M16S,316.0
LTNOYZ44ywM,PT2M1S,121.0
1j_k5WCFShQ,PT17M21S,1041.0
0-M5C7sQdGI,PT17M19S,1039.0
3YVzBkKAbAs,PT1M12S,72.0
oYvw0GryNs8,PT3M44S,224.0
z0UNp33SUTE,PT4M54S,294.0
KOJnOCdBr4s,PT3M58S,238.0
B3JFSL8AA70,PT10M55S,655.0
FYaxa4r-fRw,PT1M43S,103.0
MXFhiN0tM3s,PT42M2S,2522.0
fA9Ypn3jQw0,PT3M36S,216.0
KiAdIPw_QCk,PT2M46S,166.0
74LFfWHc0oo,PT14M51S,891.0
NWeCToDgdxU,PT1H54M26S,6866.0
Jze8utzpLhg,PT5M42S,342.0
sUAQS-xDtYs,PT2M23S,143.0
2ckenWENyUg,PT6M8S,368.0
SETyZLN0UmI,PT1M42S,102.0
QaEx2A7p9Dk,PT4M36S,276.0
84p7f-Rh-RY,PT3M52S,232.0
HqXKEgTYZBQ,PT5M3S,303.0
UelDrZ1aFeY,PT3M8S,188.0
WbOuZDPU7iI,PT5M30S,330.0
LFhT6H6pRWg,PT1M44S,104.0
jVbuBGSfLC4,PT25M25S,1525.0
IGhC2EwCAWM,PT23M21S,1401.0
EIer2-KAn7o,PT11M15S,675.0
Nk5yOFCsNeE,PT18M58S,1138.0
Vf76O7y-7pk,PT4M30S,270.0
MFWF9dU5Zc0,PT2M32S,152.0
E60w-0q8Y0Y,PT11M36S,696.0
_lUiJsnGXh8,PT4M41S,281.0
2ktuvx9hrMw,PT1M43S,103.0
a2bjPDkFR40,PT2M21S,141.0
Pymm6cmE9uQ,PT1M52S,112.0
azVAxbETWmk,PT5M49S,349.0
aMQbRpxgFvs,PT17M7S,1027.0
P-2r8XEuCII,PT4M4S,244.0
0-7wMD5ISIs,PT6M59S,419.0
nHaBEgkMQVw,PT10M37S,637.0
iZpxzfMkVzM,PT12M45S,765.0
mEAZB6QEJwQ,PT5M59S,359.0
-7AZX5Xtiks,PT3M7S,187.0
Yb2YuC7UbwI,PT10M41S,641.0
-2b4qSoMnKE,PT4M53S,293.0
kwvbLx9M6-s,PT2M11S,131.0
mN-rI2I0HaQ,PT6M29S,389.0
q-jZm-FUbqs,PT2M20S,140.0
3RlbqOl_4NA,PT44S,44.0
LS5ZSkHUqBQ,PT2M31S,151.0
IJKjMIU55pE,PT7M53S,473.0
2X9eJF1nLiY,PT6M6S,366.0
Wo5XO8Y8lzE,PT3M21S,201.0
-TQpVg4vcrk,PT1M1S,61.0
o495cZqcvAQ,PT1H3M58S,3838.0
MJGkm0UwNRk,PT44S,44.0
8rQT3PWQoNI,PT2M14S,134.0
wHedpg7buow,PT3M12S,192.0
mwiKZ4qmRnQ,PT1M39S,99.0
2pVHOaT9CZ4,PT7M26S,446.0
Y6zucdAzNi4,PT2M49S,169.0
IywiodrtyfM,PT4M3S,243.0
B2YCf8dTkIM,PT13M3S,783.0
RGSgCyQydgc,PT2M52S,172.0
K5x_3QzLY0U,PT3M20S,200.0
cqHZTqr8u-s,PT1M5S,65.0
AZ4sakIfXUE,PT7M59S,479.0
whNT1a3igGo,PT2M51S,171.0
BBQ-2BUGQv8,PT50M44S,3044.0
GMNkrW7jlQM,PT5M30S,330.0
8uvIPHtKoQQ,PT39M36S,2376.0
KcFQfFB5LDA,PT2M36S,156.0
5iVxBDPlbc4,PT2M3S,123.0
FfSXmbAGl8A,PT2M52S,172.0
VAk6bUhETHM,PT3M21S,201.0
ByucbuSe958,PT2M54S,174.0
fmiZUgA-2W4,PT2M21S,141.0
G03bNA-gpXE,PT7M26S,446.0
8eo-L_3OWAQ,PT25S,25.0
WS7f5xpGYn8,PT3M46S,226.0
nWZMfPP34g8,PT18M50S,1130.0
l_lblj8Cq0o,PT6M35S,395.0
lWHZKP6xXHU,PT6M10S,370.0
zLJsJR0O6VI,PT4M1S,241.0
lcpxLXjYAa8,PT2M15S,135.0
szaJ5aW-LUs,PT2M50S,170.0
KFm7fKqg13E,PT9M35S,575.0
8LPVjHxXvJM,PT5M20S,320.0
JbazoX5Su1w,PT4M16S,256.0
rf3iHqE240I,PT5M7S,307.0
fEMxFSjmo5Q,PT13M13S,793.0
ydPYNo8o-lI,PT4M12S,252.0
N-3NfWJHNhg,PT6M38S,398.0
tDT-a7fh5fc,PT6M49S,409.0
7VC4zX1vDE4,PT5M47S,347.0
SFxZb-GHbrQ,PT2M10S,130.0
_mHSkHjInS4,PT4M50S,290.0
cntsqw7XOF0,PT3M41S,221.0
Xc675sarBYc,PT15M48S,948.0
RlSzahonkTk,PT3M56S,236.0
7kRDYwtE10Y,PT3M14S,194.0
MnKbM9Zxtn8,PT2M50S,170.0
Bzu4G8uZs-4,PT1M26S,86.0
sXv9pTXD2T8,PT8M6S,486.0
Uv2LvQ0FEvo,PT52S,52.0
PluaPvhkIMU,PT5M54S,354.0
Bn02bclCu5A,PT50M31S,3031.0
fRcmFr9cE5M,PT7M34S,454.0
voozHXadYYE,PT10M43S,643.0
0umuSm2WA9g,PT59S,59.0
ILwBaXplwZU,PT10M45S,645.0
ZWllUdFLzXU,PT1M29S,89.0
6k1TQ59Yj5s,PT8M44S,524.0
yI7qQ85DTZY,PT4M43S,283.0
6VrqR_GfvzE,PT5M5S,305.0
e9yCAIwqhNc,PT49S,49.0
bcZzK3m-LLo,PT2M20S,140.0
C5jcZGcMdaI,PT2M16S,136.0
m3b7A5JLO7I,PT30M22S,1822.0
tTkOuNrpqWQ,PT3M28S,208.0
73w5fYHqVwA,PT2M43S,163.0
xYShiXMGULE,PT11M9S,669.0
nRLP9BoSQo4,PT4M33S,273.0
GEB2f5dpFXs,PT5M31S,331.0
ItL6vcUrpUs,PT5M9S,309.0
sXP6vliZIHI,PT3M45S,225.0
b2EOxGUuBWA,PT1M56S,116.0
XcSMdhfKga4,PT2M25S,145.0
MSzytvDsPfo,PT2M27S,147.0
MUWUHf-rzks,PT6M55S,415.0
ZB7_1CoKntI,PT15M3S,903.0
dwEKqAwoz0Y,PT6M51S,411.0
_yJq9SeGLhg,PT16M9S,969.0
cIQKKzZtWwQ,PT3M42S,222.0
nZM9Ko806Bg,PT8M1S,481.0
_v-hzc6blGI,PT7M24S,444.0
TU-Z4uPnFeg,PT58S,58.0
K62oeVyaC-U,PT4M3S,243.0
t0Ro2Yqs6mA,PT51S,51.0
IU-Fo-QEpOI,PT13M4S,784.0
pk0xdl0rRFg,PT3M16S,196.0
SA5ZUHsst8s,PT1M40S,100.0
UuETCtbExnM,PT4M47S,287.0
7dbRDavsp6I,PT7M46S,466.0
Bkus04-5kWk,PT10M4S,604.0
YEGhKwpEKEw,PT16M9S,969.0
PLAFNvxDPMw,PT12M36S,756.0
OziQ_a3Rpqw,PT1M40S,100.0
mMzKvVtrC6U,PT7M6S,426.0
LotoBix4UDM,PT4M25S,265.0
XwDTzD75fT4,PT3M51S,231.0
olf9d8JvrA8,PT16S,16.0
AaALLWQmCdI,PT7M18S,438.0
JQBrUjPaCNw,PT4M58S,298.0
b7rYRGbsMW0,PT5M28S,328.0
uFDPLyAWpVg,PT2M34S,154.0
6CPUUjAlXrs,PT1M48S,108.0
yh1NAMi2oLg,PT2M49S,169.0
4ZuR8JK0N_I,PT55S,55.0
quouML5-UZI,PT14M36S,876.0
ZpMNJbt3QDE,PT8M45S,525.0
6dlhWPDoifU,PT1M38S,98.0
FKiuTRS5R-4,PT2M19S,139.0
djJ6GAplhFU,PT2M52S,172.0
d1hs-JI_yBE,PT15M40S,940.0
x7sagGvoRI0,PT6M10S,370.0
5vQcI9phkyk,PT3M7S,187.0
4Cc-U8uhXYk,PT11M49S,709.0
13hdKXfku4M,PT2M38S,158.0
MmiFNe00SP0,PT23S,23.0
jw7q_kcQXO8,PT10S,10.0
ox7RsX1Ee34,PT3M43S,223.0
VAUHZYf_aKY,PT52S,52.0
cMD63TwzB1o,PT4M9S,249.0
Lr8VpJ2GX2E,PT11M43S,703.0
tE5C3O71Xqo,PT7M19S,439.0
qOvMazijKMA,PT17M40S,1060.0
HHOyg1oDeis,PT16M27S,987.0
BIQK4-9YFW0,PT5M3S,303.0
jTW5_KvkGoE,PT19M36S,1176.0
wqEknnPadMA,PT4M57S,297.0
Eyh1_XGHAnQ,PT4M49S,289.0
1sqyuXCwcBA,PT9M28S,568.0
07S_Glj3uYs,PT3M3S,183.0
v2OTO6UEVAo,PT3M52S,232.0
cQtYcpRGGIY,PT5M14S,314.0
7keZTcdouoY,PT19M19S,1159.0
CuVuqKyISR4,PT13M30S,810.0
Fr0wEsISRUw,PT3M6S,186.0
zi_6oaQyckM,PT3M29S,209.0
OWYKrIKMO1M,PT11M30S,690.0
5EF5Curjr8k,PT3M52S,232.0
zT4DJKkN_Do,PT6M2S,362.0
WhJIUtMK1tU,PT8M49S,529.0
pihJVwap7iI,PT3M1S,181.0
3mRjN1Focog,PT3M16S,196.0
WQd6x4KmVhA,PT45S,45.0
PitmObjGur4,PT1M20S,80.0
teA0Z7ltRSY,PT2M40S,160.0
9yWnVxe1qp8,PT1M11S,71.0
nQ1aD_3igFE,PT37S,37.0
Q3pUXLQ5G5U,PT13M18S,798.0
j9n7Boia0po,PT2M20S,140.0
ZZIq3bSOD_g,PT6M52S,412.0
2XLw9U7Z1CM,PT1M26S,86.0
GLZZn7lCtcI,PT2M31S,151.0
_oZIbFolJTw,PT2M8S,128.0
p1af9PKM8Eo,PT5M8S,308.0
nzO5ViO_y8Y,PT5M3S,303.0
1-BhcMdxfjI,PT1M39S,99.0
15nf2EBBNu0,PT17M14S,1034.0
5-l84AgchWA,PT6M48S,408.0
cv8VhlIw6Qc,PT3M,180.0
ZzO9skEYqwY,PT7M40S,460.0
2Vm27xL57O0,PT14M18S,858.0
3mUtNE82ZV4,PT59S,59.0
t9GNMVfEiG4,PT7M9S,429.0
4IsdxwBMX1g,PT3M12S,192.0
pMpQABKlC-I,PT6M6S,366.0
JFydHaV0klA,PT11M46S,706.0
DcCh33lJLMw,PT13M59S,839.0
0ycLaWymtKk,PT2M18S,138.0
3ToRIUoXmIw,PT6M43S,403.0
V_jU_ssWvc4,PT6M58S,418.0
zeO4C8e4pjw,PT18M17S,1097.0
H00djJq68VE,PT11M19S,679.0
B5gu6o6CIDA,PT10M5S,605.0
sTVQDJyanco,PT3M46S,226.0
65MWN5yKU0A,PT7M34S,454.0
4zkWYYFvV6M,PT15M39S,939.0
KNEVjhCXZB4,PT2M32S,152.0
q8fuvWLje8M,PT1M26S,86.0
F3eSaEHSCu0,PT30M48S,1848.0
ZsN1V9Hjfvg,PT6M15S,375.0
avnapsraeXM,PT14M40S,880.0
rTMgDNpXPto,PT2M41S,161.0
apN4BMMKt2E,PT4M45S,285.0
aBQDFQwfX2w,PT4M6S,246.0
aLLgene7kJo,PT23S,23.0
OcFcdFZQSBo,PT20S,20.0
drg74wOy8z8,PT2M15S,135.0
6hb0GOOFQwI,PT1H38S,3638.0
bOzOMmHlQ3o,PT25S,25.0
yirvgC-kMq0,PT1M27S,87.0
5jT8Qef5Hf8,PT12M56S,776.0
ryr75N0nki0,PT5M22S,322.0
w16w7CYwGbE,PT6M58S,418.0
JnepCulEQOo,PT6M11S,371.0
24HFgBQawWA,PT2M43S,163.0
H_4ESBLJXQc,PT2M,120.0
i9-0BJ4CJvM,PT1M11S,71.0
2PQCLZbzxq8,PT57S,57.0
kce9FMxx-04,PT5M1S,301.0
VqcHUdHQ1u8,PT3M36S,216.0
CMJblEavb7g,PT3M42S,222.0
sSszA_Ugd1A,PT19S,19.0
-37nIo_tLnk,PT53S,53.0
Q-v4LsbFc5c,PT3M31S,211.0
yJqsPBWbtjk,PT5M3S,303.0
IjTBcqpl2kc,PT9M6S,546.0
07Um1PY_P4o,PT1M39S,99.0
leu-cTvMWTA,PT4M50S,290.0
Ff7wbSwTuEk,PT3M1S,181.0
JRzZl_nq6fk,PT5M31S,331.0
e0hO5fTGwPY,PT14M28S,868.0
LW43OnmPxIs,PT14M3S,843.0
h8ycmroFQSs,PT7M49S,469.0
SV2sPlDLQtU,PT1M34S,94.0
HHauPi8CS4k,PT42S,42.0
5czA_L_eOp4,PT5M17S,317.0
nranUeNkXpM,PT2M29S,149.0
ooWd_9OAAUg,PT5M42S,342.0
SuFMMvrf4ao,PT9M44S,584.0
xF99M6Zilac,PT10M45S,645.0
PVr1BbsOwmQ,PT4M11S,251.0
zuRd_Eneuk8,PT4M21S,261.0
U1RASlbIIVc,PT10M9S,609.0
F8BdzL8OltM,PT6M14S,374.0
iYGq_qc-hWY,PT2M34S,154.0
OmLxYUOgTNs,PT5M53S,353.0
_yThFcog0nA,PT5M8S,308.0
lWyRTOABEq4,PT4M41S,281.0
9oyKePWRi8Y,PT6M21S,381.0
B1Kitc6cMXw,PT1M1S,61.0
mnT4MDdEazs,PT5M48S,348.0
1WREZPc-kqQ,PT13M35S,815.0
sd80ZipTMDE,PT16M,960.0
sJzWZ1yXpek,PT1M58S,118.0
maAa7J3iEM8,PT7M56S,476.0
O3ttybJghsc,PT8M39S,519.0
VHXPFrOfndg,PT4M20S,260.0
Dtp6sO2tU0k,PT2M18S,138.0
YsufMtUOXtI,PT3M9S,189.0
TteS6q20VUY,PT7M59S,479.0
UUreMfN5eNA,PT1M8S,68.0
